Patryck,A,Williams,52,10,5,12
Dinesh,D,Johnson,18,0,17,1
Patryck,O,Smith,30,13,7,14
David,S,Smith,19,2,19,13
Ali,D,Johnson,29,13,0,4
Dinesh,S,Davis,31,13,2,10
Ali,S,Smith,39,17,1,3
Ali,S,Smith,60,6,13,3
Patryck,O,Williams,57,7,16,13
Dinesh,A,Smith,32,19,6,17
Ali,A,Davis,45,17,3,16
Patryck,O,Davis,31,1,7,18
David,O,Davis,47,5,2,15
Dinesh,S,Smith,57,3,1,17
Ali,D,Johnson,59,3,11,16
Patryck,A,Davis,41,12,19,14
Patryck,O,Davis,30,19,18,10
David,S,Williams,58,3,0,7
Patryck,D,Smith,25,2,18,14
Dinesh,O,Williams,28,12,5,10
David,O,Smith,60,11,16,17
David,A,Williams,45,9,6,5
Patryck,O,Davis,27,17,14,19
Ali,S,Williams,57,10,9,5
Dinesh,O,Smith,54,13,1,3
David,O,Johnson,30,15,6,10
Patryck,A,Williams,64,11,18,18
David,A,Davis,31,5,1,2
Ali,A,Davis,25,0,10,13
David,O,Johnson,63,6,12,10
Patryck,S,Davis,61,5,17,19
David,A,Davis,51,15,15,11
Dinesh,A,Williams,44,14,8,16
Ali,A,Smith,60,10,0,10
Dinesh,D,Davis,28,14,6,4
Patryck,A,Johnson,64,12,6,17
Dinesh,S,Davis,20,3,16,16
Ali,D,Williams,30,14,6,5
Dinesh,A,Williams,50,5,14,19
David,A,Davis,29,4,10,5
David,A,Johnson,37,6,18,9
Ali,D,Johnson,34,13,13,15
Ali,S,Davis,37,7,6,7
Dinesh,S,Davis,30,0,18,0
Dinesh,S,Smith,47,13,14,14
David,S,Davis,27,1,13,17
Ali,A,Smith,46,7,11,16
David,S,Davis,35,19,14,9
Patryck,S,Davis,22,18,11,0
Ali,S,Smith,27,8,12,3
David,O,Davis,18,16,4,4
Ali,O,Williams,47,0,19,14
Ali,S,Davis,47,18,3,5
Ali,S,Smith,52,11,7,9
Ali,S,Smith,22,1,14,6
Patryck,A,Smith,56,18,2,2
Ali,D,Smith,23,19,5,8
Ali,A,Williams,49,10,5,9
Ali,O,Davis,53,11,1,13
Ali,D,Johnson,39,12,0,2
Dinesh,D,Davis,39,4,16,19
Patryck,D,Davis,34,4,17,18
Dinesh,D,Johnson,42,0,7,1
Patryck,S,Williams,64,17,12,1
Ali,O,Johnson,62,3,14,10
David,O,Smith,33,2,4,3
Ali,D,Davis,28,13,11,8
Dinesh,O,Johnson,20,13,16,2
David,A,Johnson,32,16,15,19
Patryck,S,Davis,22,1,9,0
Patryck,D,Johnson,20,13,0,6
Ali,S,Williams,28,15,11,19
Ali,D,Smith,23,16,8,19
Ali,A,Johnson,38,7,6,13
Patryck,A,Johnson,46,5,3,8
David,D,Johnson,38,15,14,2
David,O,Smith,62,11,19,1
Ali,D,Johnson,64,10,10,8
Ali,A,Davis,43,15,19,16
Dinesh,D,Williams,23,13,3,4
Dinesh,D,Williams,27,7,8,8
Dinesh,S,Johnson,38,9,19,18
David,A,Williams,45,18,4,16
Ali,O,Davis,60,4,9,18
Ali,O,Williams,33,16,6,5
Ali,S,Davis,61,17,16,8
Patryck,D,Johnson,51,1,11,6
David,A,Smith,39,3,3,6
Patryck,S,Johnson,50,18,2,15
Ali,S,Davis,44,3,2,7
Dinesh,A,Williams,34,16,15,18
Dinesh,A,Williams,50,3,16,17
Ali,S,Johnson,25,10,12,19
David,D,Williams,35,1,8,16
Patryck,S,Johnson,48,17,10,8
Patryck,O,Davis,19,7,5,0
Patryck,A,Davis,57,6,13,12
Dinesh,A,Smith,39,9,11,13
Patryck,D,Smith,45,5,8,3
Dinesh,D,Smith,36,3,17,1
Dinesh,S,Johnson,55,15,3,6
David,D,Johnson,55,17,19,15
Patryck,D,Johnson,27,12,4,8
Ali,A,Davis,21,19,6,19
David,D,Smith,43,1,19,14
Dinesh,A,Williams,34,7,0,3
Dinesh,D,Davis,50,17,2,13
David,D,Smith,32,18,4,11
Ali,A,Davis,44,14,2,19
Ali,D,Davis,62,3,18,14
David,A,Johnson,39,17,17,13
David,S,Johnson,31,10,8,5
David,D,Williams,34,5,12,2
David,D,Davis,35,4,17,4
Ali,A,Smith,46,4,17,14
Ali,S,Davis,24,0,7,9
Patryck,O,Davis,22,1,3,11
Ali,O,Davis,38,5,2,13
Dinesh,A,Williams,53,16,14,13
Ali,D,Johnson,24,4,15,19
Patryck,D,Williams,27,19,0,18
David,S,Davis,46,19,2,7
Patryck,O,Johnson,62,17,11,2
David,O,Johnson,39,13,19,5
David,O,Smith,30,18,3,19
David,A,Smith,45,9,15,8
Ali,A,Johnson,40,19,13,7
Patryck,S,Johnson,25,18,1,8
David,A,Johnson,50,5,12,11
David,S,Williams,57,14,7,17
Patryck,D,Smith,30,2,4,12
David,D,Williams,49,16,8,13
David,O,Williams,39,16,16,9
David,S,Smith,54,11,2,8
David,D,Davis,26,11,5,17
Ali,S,Johnson,19,12,5,14
Patryck,D,Johnson,23,9,0,17
Dinesh,O,Williams,18,15,17,10
Dinesh,S,Johnson,53,5,17,13
Dinesh,O,Williams,61,6,2,4
Patryck,D,Williams,34,6,0,9
Ali,S,Johnson,26,5,14,10
Dinesh,A,Williams,58,19,18,1
Dinesh,S,Smith,43,8,8,0
David,S,Johnson,49,19,1,0
Dinesh,S,Davis,39,7,19,2
Patryck,A,Johnson,64,2,8,9
Patryck,S,Johnson,22,17,19,5
Dinesh,O,Johnson,41,1,15,1
Patryck,S,Williams,35,2,5,0
David,S,Smith,62,2,12,5
Ali,O,Williams,42,15,9,1
Ali,O,Davis,22,4,8,0
Ali,A,Johnson,48,3,13,11
David,D,Smith,30,3,9,16
David,O,Johnson,52,12,7,11
Ali,S,Johnson,31,9,19,4
Patryck,D,Williams,19,15,14,10
David,S,Williams,33,14,1,15
David,S,Williams,49,6,2,11
David,A,Smith,57,6,3,3
Ali,O,Williams,34,6,16,2
David,D,Davis,48,11,12,9
David,D,Smith,22,16,19,18
Ali,S,Smith,54,9,18,9
Ali,A,Williams,24,9,15,11
Ali,A,Davis,24,5,1,3
David,D,Johnson,22,0,2,17
Patryck,O,Johnson,21,14,2,12
Ali,S,Williams,34,13,3,8
Dinesh,D,Johnson,21,10,8,9
Ali,A,Smith,43,7,19,1
Ali,O,Johnson,41,15,5,11
Ali,D,Davis,19,16,13,10
Dinesh,D,Williams,24,7,5,19
Ali,O,Davis,45,18,19,17
Dinesh,S,Johnson,22,18,8,4
Ali,A,Smith,49,0,1,16
Patryck,D,Davis,25,15,14,15
Dinesh,A,Williams,51,19,10,15
Dinesh,S,Johnson,22,17,8,15
Dinesh,S,Johnson,20,9,19,12
Patryck,A,Johnson,40,1,19,13
David,D,Johnson,25,6,11,17
Ali,A,Smith,50,8,12,8
Patryck,O,Johnson,40,17,18,8
David,S,Smith,55,10,19,19
Patryck,D,Williams,40,6,2,6
Ali,O,Davis,34,10,4,0
Dinesh,O,Williams,60,11,18,8
Ali,D,Smith,61,15,9,12
David,A,Smith,39,4,16,15
Dinesh,S,Johnson,26,17,13,9
Dinesh,S,Smith,21,3,16,0
Patryck,O,Williams,59,18,12,10
David,A,Johnson,40,5,7,10
David,O,Davis,62,1,10,14
David,A,Davis,45,10,3,0
Ali,D,Williams,58,2,12,18
David,A,Johnson,24,15,3,1
Patryck,D,Davis,53,10,12,3
Ali,D,Williams,46,11,19,0
Dinesh,S,Smith,49,14,0,8
Patryck,D,Williams,39,13,16,2
Dinesh,D,Davis,64,16,3,5
Ali,O,Smith,19,8,10,8
David,A,Davis,42,1,1,9
Ali,S,Smith,28,9,18,18
Ali,O,Davis,19,18,3,14
Patryck,O,Davis,28,1,15,4
Dinesh,A,Smith,63,2,7,4
Ali,A,Williams,23,17,18,17
Ali,O,Williams,30,17,0,13
Patryck,D,Williams,59,17,16,3
Ali,D,Johnson,38,10,8,18
David,D,Smith,34,5,11,6
David,D,Davis,36,0,14,19
Ali,O,Johnson,38,14,0,10
Patryck,A,Smith,60,17,11,2
Patryck,D,Davis,25,7,1,17
David,O,Johnson,39,4,11,2
Ali,A,Johnson,26,4,6,17
Patryck,A,Davis,55,18,3,0
Patryck,O,Davis,42,2,6,4
Patryck,A,Smith,34,10,2,0
Ali,O,Smith,50,16,5,15
David,S,Johnson,45,18,1,15
Patryck,S,Williams,24,0,16,6
Patryck,S,Smith,39,12,12,4
Dinesh,A,Williams,56,7,17,7
Dinesh,D,Johnson,39,7,7,5
Ali,S,Smith,45,3,3,18
Patryck,S,Williams,22,7,13,8
Dinesh,O,Smith,28,9,1,18
Patryck,O,Williams,43,19,18,17
David,S,Johnson,19,13,1,16
Ali,O,Davis,47,4,5,17
Dinesh,S,Johnson,32,3,5,18
Ali,S,Williams,18,7,7,11
Dinesh,S,Johnson,59,17,14,1
David,S,Williams,50,15,4,19
David,S,Davis,20,14,8,12
Ali,D,Williams,50,0,7,9
Ali,O,Davis,58,15,13,3
Patryck,D,Williams,51,12,16,4
Dinesh,A,Davis,56,4,17,1
Dinesh,S,Johnson,48,17,1,15
David,D,Williams,47,8,4,13
Patryck,D,Davis,27,0,15,19
Patryck,O,Davis,52,4,9,9
Patryck,D,Smith,62,17,1,0
Dinesh,D,Davis,48,0,15,16
Ali,D,Smith,54,7,0,9
Ali,D,Johnson,53,3,4,1
David,O,Johnson,24,9,17,7
David,S,Davis,40,0,16,19
Patryck,S,Williams,21,14,1,10
Patryck,O,Smith,50,19,10,19
David,S,Johnson,60,5,9,3
David,D,Johnson,46,4,17,19
Ali,O,Johnson,22,10,15,16
Dinesh,D,Johnson,23,5,0,6
Patryck,A,Johnson,57,1,16,6
Dinesh,S,Williams,18,3,2,16
Patryck,S,Davis,61,17,17,13
David,S,Williams,49,9,4,4
David,O,Smith,52,3,12,17
David,O,Johnson,28,18,2,18
Dinesh,O,Davis,38,15,13,11
David,A,Davis,47,13,15,13
Dinesh,D,Davis,40,9,19,2
Dinesh,D,Williams,28,8,2,0
Ali,S,Davis,35,7,4,14
Patryck,S,Williams,60,15,12,11
David,O,Smith,25,1,1,15
Patryck,O,Williams,35,5,10,1
Dinesh,D,Davis,33,18,14,16
Patryck,O,Smith,56,11,17,8
Dinesh,A,Williams,45,4,12,1
Ali,S,Davis,54,2,12,8
Patryck,D,Johnson,23,10,18,8
David,D,Williams,60,5,2,19
Ali,O,Smith,60,17,14,2
Ali,A,Johnson,49,7,9,7
Dinesh,O,Davis,45,15,2,8
Dinesh,A,Johnson,44,1,14,10
David,O,Williams,59,12,0,9
Dinesh,O,Smith,61,5,7,9
David,A,Johnson,27,12,14,5
Dinesh,D,Davis,32,14,13,2
David,A,Johnson,39,11,19,3
David,D,Davis,46,2,10,6
Ali,A,Davis,28,9,3,4
Dinesh,S,Smith,18,5,19,10
Ali,O,Smith,43,0,13,10
Dinesh,O,Smith,52,8,4,1
Patryck,D,Smith,28,4,1,14
Ali,O,Williams,23,17,11,6
Dinesh,S,Davis,20,1,17,18
David,A,Smith,46,3,14,4
David,O,Williams,54,3,3,14
Dinesh,S,Johnson,49,14,4,10
Ali,A,Davis,35,7,12,15
Dinesh,A,Johnson,62,1,10,17
Dinesh,D,Williams,58,1,13,9
Patryck,A,Davis,40,18,6,8
David,D,Williams,53,16,9,14
Ali,D,Williams,41,11,12,12
Ali,A,Smith,58,0,6,5
Ali,D,Smith,19,10,16,11
Dinesh,S,Smith,36,6,16,18
Dinesh,D,Williams,40,10,11,11
David,D,Smith,32,5,7,19
Dinesh,D,Davis,19,11,14,15
Dinesh,D,Davis,24,3,5,9
David,A,Davis,54,17,15,3
Dinesh,D,Smith,64,9,6,4
David,S,Davis,34,15,7,2
Ali,S,Smith,28,12,13,19
Ali,A,Williams,22,11,15,4
Dinesh,A,Johnson,37,12,10,13
David,O,Davis,49,5,15,9
Dinesh,S,Smith,43,16,10,7
Dinesh,O,Davis,55,2,7,6
David,D,Davis,25,1,18,16
Patryck,D,Davis,63,15,6,16
David,D,Williams,47,15,6,1
Ali,S,Johnson,38,3,2,14
David,D,Davis,33,7,10,11
David,O,Johnson,23,7,15,14
David,S,Johnson,60,2,7,9
Patryck,S,Johnson,35,0,2,7
Dinesh,D,Johnson,34,17,12,4
Ali,S,Johnson,60,17,11,19
Dinesh,D,Davis,61,2,10,8
Patryck,D,Davis,38,13,9,4
Patryck,A,Davis,19,13,1,7
Dinesh,S,Smith,31,3,13,2
Dinesh,D,Williams,54,4,2,8
Patryck,S,Smith,64,11,13,5
Ali,A,Williams,22,12,0,2
Patryck,O,Williams,47,15,13,2
Ali,O,Smith,18,2,16,2
Dinesh,D,Davis,54,16,10,10
Patryck,A,Williams,58,19,11,11
Dinesh,A,Smith,29,13,9,5
Patryck,A,Davis,27,19,3,11
Patryck,A,Johnson,55,13,8,16
Dinesh,O,Williams,60,19,19,1
Ali,O,Davis,35,17,0,5
Dinesh,A,Davis,31,15,2,8
Ali,D,Smith,25,7,19,10
Ali,A,Johnson,32,18,10,0
Patryck,A,Davis,46,9,6,1
Patryck,A,Smith,52,17,12,14
David,A,Johnson,57,11,3,1
Ali,A,Davis,63,6,15,11
Patryck,D,Smith,33,17,2,17
Dinesh,O,Johnson,59,4,15,11
Ali,D,Williams,33,18,16,15
Ali,O,Johnson,57,9,10,7
Ali,D,Johnson,32,11,2,11
Patryck,A,Williams,48,16,10,14
David,A,Johnson,54,15,6,4
Ali,D,Johnson,19,6,8,0
Ali,O,Johnson,57,5,19,16
Dinesh,O,Smith,59,1,2,0
Dinesh,S,Smith,52,10,13,4
Dinesh,S,Williams,50,9,0,5
Patryck,O,Johnson,45,3,11,2
David,D,Smith,26,13,13,6
David,O,Smith,50,1,0,4
Ali,S,Williams,19,19,1,19
Patryck,D,Davis,35,9,1,7
Patryck,D,Williams,22,10,9,19
David,D,Williams,58,15,17,0
Dinesh,S,Davis,21,4,5,14
Patryck,D,Johnson,64,11,5,13
Dinesh,S,Davis,23,5,15,18
Dinesh,O,Davis,19,19,4,2
Dinesh,D,Davis,30,13,8,0
Patryck,A,Smith,27,19,12,18
Ali,O,Williams,28,1,19,14
Ali,A,Williams,41,8,15,15
Patryck,D,Smith,32,17,7,19
Patryck,D,Johnson,19,17,1,7
David,S,Johnson,59,0,14,8
Dinesh,S,Johnson,41,17,4,2
Ali,S,Johnson,25,7,6,15
Ali,S,Smith,28,11,4,4
Dinesh,A,Smith,30,7,4,1
Ali,D,Johnson,40,10,16,2
Dinesh,S,Smith,45,10,10,3
Ali,O,Davis,20,8,12,10
Dinesh,S,Johnson,25,0,11,5
David,A,Johnson,63,17,3,11
Ali,O,Johnson,32,12,13,1
Dinesh,D,Johnson,18,10,13,7
Dinesh,S,Smith,40,13,12,7
Patryck,S,Davis,30,19,5,19
Dinesh,D,Johnson,49,8,0,12
David,O,Smith,25,6,16,16
Patryck,S,Johnson,42,0,17,9
David,S,Davis,42,14,7,12
Ali,S,Smith,54,9,0,14
Ali,A,Williams,37,7,12,12
Patryck,O,Smith,40,11,14,0
David,D,Johnson,52,2,13,9
Patryck,A,Davis,21,2,16,13
David,O,Johnson,41,12,0,7
Ali,O,Smith,27,9,14,10
David,D,Williams,37,17,8,16
Dinesh,S,Johnson,56,14,6,11
David,O,Williams,52,6,0,15
Dinesh,D,Smith,49,1,13,18
Ali,A,Davis,48,2,17,5
Ali,O,Williams,56,14,14,13
Ali,O,Johnson,19,7,14,7
Ali,O,Johnson,18,16,3,0
Dinesh,D,Williams,20,13,16,12
David,S,Johnson,25,6,2,8
Patryck,S,Johnson,44,7,17,12
David,D,Williams,23,13,14,13
Dinesh,S,Davis,25,3,0,1
David,A,Johnson,61,10,14,12
Patryck,O,Smith,38,12,1,8
Dinesh,S,Johnson,46,15,16,5
Patryck,S,Johnson,27,4,4,5
Dinesh,S,Davis,57,1,16,14
Dinesh,S,Johnson,43,0,12,1
David,O,Williams,25,10,3,9
Patryck,O,Johnson,47,2,18,3
Dinesh,S,Davis,46,5,1,6
David,O,Davis,58,16,3,4
David,D,Johnson,28,0,16,19
Dinesh,S,Davis,41,10,4,2
Ali,A,Williams,64,18,5,7
David,O,Smith,49,9,18,8
David,D,Johnson,24,13,4,3
Dinesh,A,Smith,36,10,7,5
Patryck,D,Williams,56,1,5,7
Dinesh,A,Davis,20,5,15,5
Dinesh,S,Smith,20,7,4,2
Dinesh,A,Johnson,24,17,0,3
Ali,D,Johnson,47,14,2,7
Dinesh,O,Williams,52,2,13,5
Ali,S,Johnson,26,5,9,5
Patryck,D,Smith,57,19,16,16
Ali,D,Williams,51,4,18,16
Dinesh,S,Davis,52,16,12,15
Dinesh,A,Davis,37,18,12,1
Patryck,S,Williams,34,18,16,4
Dinesh,A,Smith,48,4,11,18
Patryck,S,Davis,22,1,11,1
Ali,O,Williams,29,12,7,15
David,S,Williams,58,15,10,13
Dinesh,D,Johnson,27,13,19,6
Patryck,O,Smith,39,12,8,16
Patryck,O,Williams,22,9,8,3
David,S,Johnson,61,12,9,15
Patryck,O,Williams,42,9,5,2
Ali,D,Williams,61,3,9,2
Dinesh,A,Davis,29,12,16,1
Patryck,A,Davis,28,0,6,11
Ali,S,Williams,43,2,12,9
Ali,O,Johnson,56,10,14,5
Dinesh,A,Davis,39,2,19,6
Dinesh,A,Williams,25,14,19,2
David,S,Davis,36,7,15,9
Dinesh,D,Davis,47,6,10,5
Ali,S,Williams,42,14,17,16
Ali,A,Smith,45,5,9,12
Dinesh,D,Williams,19,16,7,2
David,O,Williams,53,6,10,5
Patryck,S,Smith,54,19,8,18
Ali,A,Williams,52,18,18,17
Ali,O,Davis,22,9,8,16
Ali,O,Johnson,21,8,9,17
Dinesh,S,Smith,21,1,15,1
Dinesh,S,Davis,57,3,6,17
David,S,Smith,44,2,13,12
Patryck,O,Smith,58,18,6,7
Dinesh,D,Johnson,39,7,0,17
Dinesh,O,Davis,32,12,17,13
Dinesh,D,Davis,62,3,14,7
Dinesh,A,Smith,64,16,13,18
Patryck,A,Davis,61,10,19,9
David,O,Davis,54,10,5,10
Patryck,A,Davis,58,9,5,16
Patryck,O,Davis,19,9,16,16
Dinesh,O,Smith,55,18,12,15
David,O,Williams,33,13,12,3
Patryck,D,Williams,40,2,19,2
David,D,Davis,42,8,5,19
Ali,O,Davis,24,9,17,15
David,O,Davis,63,1,19,12
Dinesh,D,Smith,34,9,13,12
Dinesh,O,Williams,61,19,5,8
David,A,Smith,38,9,19,8
David,S,Davis,48,14,8,19
Patryck,D,Johnson,62,16,0,1
David,S,Smith,45,5,6,14
Patryck,D,Smith,33,14,8,2
David,S,Davis,52,18,9,11
David,O,Davis,41,11,1,4
Dinesh,A,Johnson,30,0,8,8
Patryck,O,Davis,41,13,5,11
Ali,O,Johnson,55,15,18,0
David,O,Johnson,21,18,1,11
David,A,Johnson,32,4,19,3
Dinesh,S,Smith,46,11,9,17
Patryck,D,Johnson,58,1,11,19
Ali,A,Williams,18,5,2,19
David,S,Johnson,24,6,9,17
David,O,Smith,37,19,13,2
David,A,Smith,52,13,5,3
Dinesh,A,Davis,59,9,3,18
Dinesh,O,Smith,31,7,11,14
Dinesh,O,Smith,37,14,9,3
Ali,S,Johnson,43,6,0,6
Ali,O,Johnson,18,19,7,10
David,A,Davis,36,6,14,6
Ali,O,Smith,30,3,17,14
Ali,A,Davis,49,18,5,19
Ali,S,Williams,28,18,2,2
Dinesh,O,Davis,23,4,0,13
Patryck,D,Williams,26,19,14,4
David,O,Williams,26,9,19,15
Dinesh,S,Davis,41,4,18,3
Ali,S,Davis,25,11,18,13
Patryck,S,Smith,34,10,13,18
Dinesh,S,Williams,61,11,8,6
Patryck,O,Williams,45,11,10,4
Ali,A,Smith,40,10,0,1
David,D,Smith,52,12,4,10
Ali,A,Smith,51,3,3,4
Ali,D,Davis,25,14,12,14
David,O,Davis,63,17,7,9
David,A,Davis,50,13,6,0
Patryck,S,Davis,21,11,6,19
Ali,A,Smith,62,17,7,3
Ali,A,Smith,44,2,11,15
Patryck,D,Johnson,32,18,13,6
Ali,D,Williams,28,18,0,2
David,A,Johnson,32,19,1,19
David,A,Smith,47,3,16,9
Patryck,O,Davis,53,12,6,6
David,D,Johnson,56,16,11,11
David,O,Johnson,31,12,17,18
David,S,Johnson,37,2,6,12
Ali,D,Johnson,21,8,0,13
Ali,A,Williams,23,9,3,12
Dinesh,S,Williams,48,17,1,8
Patryck,O,Davis,51,7,13,1
Patryck,O,Smith,29,13,9,8
David,D,Williams,20,5,10,15
David,O,Davis,55,5,12,3
David,A,Smith,46,2,2,3
Ali,O,Williams,45,8,10,8
Ali,A,Smith,48,10,9,18
Patryck,O,Williams,43,16,12,1
Ali,A,Williams,37,0,4,10
Dinesh,A,Williams,51,13,14,14
Ali,S,Johnson,57,2,2,9
David,S,Smith,43,0,5,6
Dinesh,O,Smith,63,10,7,13
Patryck,O,Smith,32,2,18,0
Ali,O,Smith,22,3,7,15
Ali,O,Johnson,64,13,10,6
David,A,Davis,36,14,6,3
Dinesh,D,Johnson,30,19,17,12
Dinesh,A,Williams,59,15,12,15
Patryck,A,Williams,46,16,15,5
David,D,Williams,34,4,19,4
Patryck,A,Davis,61,16,17,2
David,D,Williams,61,15,8,1
Ali,D,Davis,20,5,1,3
Dinesh,S,Johnson,64,2,0,1
Ali,O,Johnson,43,2,3,3
Dinesh,S,Williams,57,7,4,15
Ali,S,Davis,53,13,19,8
David,S,Johnson,37,12,10,13
Ali,A,Davis,48,5,9,13
Dinesh,D,Smith,25,12,1,17
Ali,O,Williams,52,5,9,13
David,O,Williams,49,2,14,2
Dinesh,D,Smith,40,12,0,4
Patryck,D,Williams,36,16,4,10
Ali,O,Smith,18,10,19,19
Ali,A,Davis,55,0,8,9
Ali,A,Davis,29,10,18,4
Dinesh,A,Smith,35,7,6,6
Patryck,A,Johnson,57,6,5,8
Patryck,S,Smith,33,17,17,1
Dinesh,D,Smith,53,10,10,11
Patryck,A,Davis,31,17,8,9
David,O,Johnson,62,16,0,18
Patryck,S,Williams,62,9,11,10
Ali,A,Williams,22,8,8,16
Ali,D,Johnson,49,17,9,16
Dinesh,O,Williams,34,16,6,8
Patryck,O,Williams,54,6,19,18
Patryck,A,Williams,34,18,12,1
David,D,Smith,35,13,9,3
Ali,S,Smith,62,15,18,15
David,D,Smith,57,15,7,7
Patryck,A,Johnson,58,14,2,13
Ali,S,Johnson,63,7,13,12
Dinesh,S,Johnson,34,10,13,14
Dinesh,S,Davis,56,0,18,19
David,D,Johnson,19,11,17,7
Dinesh,A,Johnson,38,6,9,19
Patryck,O,Smith,60,14,9,17
Patryck,S,Williams,35,17,7,7
Dinesh,S,Davis,52,17,12,6
David,A,Williams,40,12,2,4
David,A,Smith,44,16,14,11
Patryck,A,Williams,60,1,8,18
Patryck,O,Davis,42,16,4,16
Patryck,S,Williams,19,16,1,0
David,O,Johnson,26,4,11,2
Patryck,D,Johnson,58,6,3,12
Patryck,S,Smith,32,10,7,6
Patryck,D,Williams,32,5,5,18
Patryck,A,Williams,35,8,17,7
Ali,A,Williams,33,0,7,11
Patryck,S,Williams,51,18,11,10
Ali,A,Davis,39,10,16,2
Ali,A,Davis,49,19,11,9
David,D,Williams,48,14,0,4
Patryck,O,Williams,34,6,4,3
David,S,Smith,23,7,13,9
Ali,O,Davis,55,4,9,12
David,D,Davis,26,13,15,2
Dinesh,S,Johnson,37,18,1,12
Dinesh,D,Williams,26,6,8,14
Ali,A,Johnson,50,6,11,15
David,O,Davis,36,8,2,8
Ali,D,Smith,39,13,16,12
Patryck,A,Williams,54,12,12,19
Ali,A,Smith,59,11,5,6
Dinesh,A,Smith,39,15,19,4
David,S,Johnson,46,14,8,15
David,O,Williams,22,14,4,13
David,O,Johnson,58,18,0,6
Dinesh,A,Johnson,22,7,16,4
Patryck,O,Johnson,43,18,1,13
David,D,Johnson,55,6,7,15
David,S,Smith,63,4,2,10
Patryck,O,Williams,41,18,0,18
Patryck,A,Johnson,35,6,9,14
David,A,Williams,30,5,5,16
Patryck,A,Davis,42,16,19,4
David,D,Smith,41,11,8,14
